model,detuning_MHz,adaptive_wall_seconds,expm_wall_seconds,adaptive_photons,expm_photons,abs_photon_difference,relative_photon_difference,adaptive_accepted_steps,adaptive_rejected_steps,adaptive_rhs_calls,adaptive_solver_elapsed_seconds,adaptive_rhs_calls_per_second
single_decay_sink,-30.0,2.1323706000111997,523.2072865000227,0.06481126883741506,0.06498378369542947,0.00017251485801440813,0.002661803434942422,32911,11,197533.0,,
single_decay_sink,0.0,1.8143440000130795,530.2640189999947,1.2125016662620531,1.212856781281812,0.00035511501975893367,0.00029287796432783133,28567,0,171403.0,,
single_decay_sink,30.0,1.7720822000410408,439.0237390999682,1.1292282178348574,1.1295308973766585,0.00030267954180107637,0.00026804107178744036,28566,0,171397.0,,
